already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,False,Increase public outreach and educational programs to inform the public of health & safety resources.,,,,,Public Health,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,True,"Explore opportunites to reduce urban heat island (UHI) effect through cool roadway technology (e.g. light reflecting pavement), planting shade trees in parking lots, and creating additional green spaces.",,,,,Urban Planning,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,True,"Promote design of buildings, public areas, and infrastructure to reduce reliance on mechanical cooling and energy use (e.g., cool roofs).",,,,,Construction,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,False,Explore use of a community alert/notification system for public updates regarding heat or air quality advisories.,,,,,Public Health,,,,
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Transition to a More Fuel-Efficient Municipal Vehicle Fleet,,,,PW,Transportation,,,,Mid-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Increase EVs and EV Charging Infrastructure Citywide,,,,PW,Transportation,,,,Short-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Increase Clean Air Vehicle Preferential Parking Spaces,,,,CD,Transportation,,,,Short-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Use Transportation Systems Management to Reduce Fuel Use,,,,PW,Transportation,,,,Long-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Reduce Fuel Use in Construction Vehicles and Equipment,,,,CD; PW,Transportation,,,,Mid-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Increase Residential Building Efficiency,,,,CD,Building Energy Efficiency,,,,Short-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Increase Commercial Building Efficiency,,,,CD,Building Energy Efficiency,,,,Short-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Install Photovoltaic Systems at School Sites,,,,CVUSD; GUHSD,Renewable Energy,,,,Mid-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,False,True,Increase Grid Renewable and Zero-Carbon Electricity,,,,CM,Renewable Energy,,,,Long-Term
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,True,False,Increase Water Efficiency,,,,CD,Water,,,,Ongoing
,,,,CA_City_ElCajon_2020_files_part48.htm,,,,,,,,True,False,Increase Urban Tree Planting,,,,CD; PW,Carbon Sequestration,,,,Short-Term
,,,,CA_County_SanDiego_2018_files_part119.htm,,Achieved by 2020,,,,,,False,True,Energy use intensity at County facilities is reduced by 10% below 2014 levels,,,,,Energy,,10% reduction below 2014 levels,2020,2020
,,,,CA_County_SanDiego_2018_files_part119.htm,,,,Achieved by 2030,,,,False,True,Energy use intensity at County facilities is reduced by 20% below 2014 levels,,,,,Energy,,20% reduction below 2014 levels,2030,2030
,"Improving public and community health, cost savings, green jobs",,,CA_County_SanDiego_2018_files_part119.htm,,,,Achieved by 2030,,,,False,True,Transitioning from fossil fuels to renewable energy for electricity generation to reduce emissions,,,,,Electricity,Increase Building Energy Efficiency,90% renewable electricity county-wide,2030,2030
,,,,CA_County_SanDiego_2018_files_part165.htm,,,,,,,,False,True,"Note: This GHG reduction measure is composed of the following components: 1) measure summary, 2) GHG emissions reductions, 3) description, 4) actions, and 5) outcomes.",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part165.htm,,,,,,,,True,False,40% reduction in 2014 outdoor water use budgets for landscaping in new and existing residential and non-residential development,,,,,Water Use,,40% reduction,2020,2020
,,,,CA_County_SanDiego_2018_files_part117.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part117.htm,,,,,,,,True,False,Job Generation,,,,,,,,,
,,,,CA_City_LaMesa_2018_files_part41.htm,,,,,,,,False,True,"Some of the City’s VMT reductions are already included in SANDAG’s travel demand forecasts for 2020 and 2035. Since the reduction measures are interrelated, and since some overlap with those already included in the 2020 and 2035 forecasts, the City has established an overall performance standard for VMT reductions for 2035.",,,,City and SANDAG forecasts,Transportation,,VMT reductions for 2035,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,,,,,,,False,True,Reduce VMT per capita by 6% compared to 2010 levels (25.1 daily VMT per capita in 2010);,,,,City and SANDAG,Transportation,,VMT reductions per capita,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,50 MT CO2e/yr,,,50 MT CO2e/yr,,,True,True,"Continue to plan for and construct safe, attractive bicycle and pedestrian paths and facilities within the community, and provide education programs aimed at increasing use of alternative transportation options.",,,,Engineering and Community Services Departments,Transportation,,Bicycle and pedestrian infrastructure development,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,"2,000 MT CO2e/yr",,,"2,720 MT CO2e/yr",,,False,True,Use SANDAG’s iCommute program to reduce single-occupancy vehicle trips community-wide.,,,,SANDAG and City of La Mesa,Transportation,,Transportation Demand Management Program,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,"1,890 MT CO2e/yr",,,"19,750 MT CO2e/yr",,,True,True,Continue to encourage mixed-use and transit-oriented development through land use and zoning designations to support alternative transportation opportunities.,,,,City of La Mesa Planning Department,Transportation and Land Use,,Mixed-Use and Transit-Oriented Development,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,150 MT CO2e/yr,,,550 MT CO2e/yr,,,False,True,Support community-wide use of alternative fuel vehicles through expansion of alternative vehicle refueling infrastructure.,,,,Citywide responsibility,Transportation,,Alternative Refueling Infrastructure Development,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,10 MT CO2e/yr,,,10 MT CO2e/yr,,,False,True,Continue to transition the municipal vehicle fleet from gasoline- and diesel-powered vehicles to alternative-fuel or other low-emissions vehicles.,,,,Citywide responsibility,Transportation,,Municipal Fleet Transition,2035,
,,,,CA_City_LaMesa_2018_files_part41.htm,,450 MT CO2e/yr,,,"1,590 MT CO2e/yr",,,True,True,Support Helix Water District in implementing outreach and community education programs related to water conservation policies contained within the Urban Water Management Plan.,,,,Water management by Helix Water District,Water,,Water conservation outreach and education,2035,
,,,,CA_County_SanDiego_2018_files_part22.htm,,,,,,,,True,False,"Acquire open space conservation lands consistent with current requirements of the County Multiple Species Conservation Program (MSCP) and future conservation efforts, including acquisition of 2,622 acres by 2020 and an additional 4,370 acres between 2021 and 2030",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part59.htm,,,,,,,,False,True,This measure reduces County employee commute VMT by increasing reliance on alternative modes of transportation and encouraging participation in alternative work schedules or telecommute options.,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part59.htm,,,,,,,,False,True,"The County currently subsidizes monthly transit passes, vanpool, and carpool services for employees in an effort to reduce air pollution, and ease traffic and parking congestion.",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part59.htm,,,,,,,,True,False,Creating a County workforce capable of working from remote locations will make the County better prepared to continue delivering services if an emergency requires staff to perform duties at alternative sites.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part62.htm,,27 MTCO2e,,,57 MTCO2e,,,False,True,Residential Solar Hot Water Heater Installation,,,,,,"E1, E2, E3, E4",,,
,,,,CA_City_DelMar_2016_files_part62.htm,,,,,,,,False,True,Solar water heating (SWH) conversion of sunlight into renewable energy to heat water using a solar thermal collector,,,,,,assume that 4 percent of existing homes and 10 percent of new homes will be retrofitted with SWH by 2020 and that 8 percent of existing homes and 15 percent of newly constructed homes will be retrofitted with SWH by 2035,,,
,,,,CA_City_DelMar_2016_files_part62.htm,,,,,,,,False,True,"Work with SDG&E to develop targeted educational and marketing materials (e.g., website or e- blast) to reach 10 percent of households annually",,,,,,,reach 10 percent of households annually,,
,,,,CA_City_DelMar_2016_files_part62.htm,,,,,,,,False,True,Facilitate the permit process for 25 percent of planning or building applications for solar projects by 2020 (beyond state requirements),,,,,,,Facilitate the permit process for 25 percent of planning or building applications for solar projects by 2020,2020,
,,,,CA_City_Escondido_2021_files_part47.htm,,,,"reduce the City’s emissions by approximately 4,000 MTCO2e","reduce the City’s emissions by approximately 7,000 MTCO2e",,,False,True,"strategy would achieve GHG emissions reductions by reducing the use of gasoline or diesel-powered vehicles and equipment and transitioning to electric or zero-emissions vehicles for residents, workers, and the City’s municipal fleet",,,,"municipal projects and development requirements, and partnerships with local businesses and developers",,,,,
,,,,CA_City_Escondido_2021_files_part47.htm,,,,"reduce the City’s GHG emissions by approximately 1,000 MTCO2e","reduce the City’s GHG emissions by approximately 4,000 MTCO2e",,,False,True,Develop an efficient transportation network that improves traffic flow and by increasing the use of alternative fueled construction equipment,,,,,,,,,
,,,,CA_City_Escondido_2021_files_part47.htm,,,,,,,,False,True,Increase the use of alternative fueled construction equipment,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part207.htm,,,,,,,,False,True,This measure is a County initiative. Trees use photosynthesis to convert carbon dioxide into nutrients that they use for food and growth. Trees are unique in their ability to store large amounts of carbon in their wood and they continue to add carbon as they grow. This measure will increase the net number of trees in the county on public lands.,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-1.1: Improve Access to Cool Zones,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-1.2: Increase Green Infrastructure,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-1.3: Increase Heat Event Public Outreach,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-1.4: Improve Building Cooling Efficiency,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-1.5: Reduce Heat Island Effects at Transit Stations,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-2.1: Support Water Conservation Efforts,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,True,Measure A-2.2: Require Efficient Landscapes,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-2.3: Encourage Greywater Systems,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-2.4: Promote Water Resource Projects,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-3.1: Develop Emergency Preparedness Plans,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-3.2: Enhance Flood Control,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-3.3: Promote Ecosystem Restoration,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-4.1: Participate in a Community Alert System,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-4.2: Update City Code Requirements,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,"Measure A-4.3: Preserve, Protect, and Restore Native Habitats",,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-4.4: Maintain Fire Emergency Services,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-5.1: Promote the Use of Solar Carports,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-5.2: Promote Climate-Adaptive Building Design,,,,,,,,,
,,,,CA_City_LemonGrove_2020_files_part65.htm,,,,,,,,True,False,Measure A-5.3: Assess Stormwater and Wastewater Infrastructure,,,,,,,,,
